student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,aptitude_score,projects,placed,company_type,package_lpa
1052,Male,21,BTech,AI,6.48,2,2,2,4,3,99,2,0,None,0
1053,Male,21,BSc,CS,8.19,2,2,5,4,1,50,3,0,None,0
1054,Male,20,BE,Mechanical,9.56,0,0,0,3,3,99,5,0,None,0
1055,Male,22,BCA,Electrical,5.85,0,1,5,3,8,61,1,0,None,0
1056,Male,21,BTech,CS,5.97,1,2,2,2,9,89,2,0,None,0
1057,Female,23,BE,CS,9.13,0,1,4,3,4,98,0,0,None,0
1058,Male,24,BSc,IT,5.97,0,1,3,5,6,87,5,0,None,0
1059,Female,24,BSc,Mechanical,5.67,2,0,4,8,10,92,2,0,None,0
1060,Female,23,BCA,Mechanical,7,2,1,1,8,8,81,3,1,Product,8.97
1061,Male,21,BE,IT,7.51,1,1,4,5,7,87,4,1,Startup,8.95
1062,Male,20,BTech,Electrical,7.95,2,1,4,1,8,48,5,0,None,0
1063,Male,22,BTech,DS,7.68,2,3,4,10,3,59,1,0,None,0
1064,Male,24,BTech,AI,9.43,2,1,4,2,4,41,5,0,None,0
1065,Female,22,BCA,Mechanical,8.81,0,1,3,8,1,89,5,1,Startup,5
1066,Male,20,BTech,DS,9.73,2,0,0,10,4,55,5,0,None,0
1067,Male,24,BE,Electrical,7.55,3,2,3,9,5,65,0,1,Product,7.72
1068,Male,22,BCA,AI,5.86,0,2,5,7,2,91,1,0,None,0
1069,Male,20,BSc,Mechanical,9.61,2,1,2,9,1,62,2,1,Service,10.37
1070,Male,22,BCA,CS,5.52,0,0,1,9,5,53,5,0,None,0
1071,Male,21,BCA,Mechanical,8.84,2,0,0,6,8,60,0,1,Startup,7.12
1072,Female,20,BCA,AI,5.63,1,1,5,6,8,62,4,0,None,0
1073,Female,22,BE,DS,8.77,1,1,5,7,9,51,1,0,None,0
1074,Male,21,BSc,CS,9.53,1,2,1,1,8,43,1,0,None,0
1075,Male,21,BSc,AI,7.17,2,2,1,9,7,56,3,0,None,0
1076,Male,20,BCA,Electrical,6.54,1,2,0,1,1,70,2,0,None,0
1077,Female,23,BCA,AI,6.47,0,1,5,8,10,67,5,0,None,0
1078,Male,24,BCA,Mechanical,7.61,1,2,5,10,1,91,3,1,Product,3.15
1079,Female,20,BE,Electrical,6.23,1,0,0,2,8,92,0,0,None,0
1080,Male,21,BE,IT,8.39,1,3,5,10,5,93,1,1,Service,5.24
1081,Male,21,BTech,IT,7.08,1,3,2,7,6,91,0,1,Service,10.06
1082,Male,20,BSc,CS,6.89,0,3,3,5,4,78,4,1,Startup,14.05
1083,Male,23,BTech,AI,7.48,3,0,0,8,4,99,4,1,Startup,6.79
1084,Female,24,BTech,DS,7.83,1,3,5,10,10,75,5,1,Startup,12.52
1085,Female,22,BCA,CS,6.11,2,1,2,7,9,86,5,0,None,0
1086,Male,20,BE,Electrical,8.54,3,1,4,8,8,53,3,0,None,0
1087,Male,24,BTech,CS,9.3,1,3,0,2,4,91,3,0,None,0
1088,Female,24,BTech,Mechanical,6.7,3,3,3,10,7,93,3,1,Service,7.88
1089,Female,21,BTech,Electrical,6.28,2,2,4,9,8,70,5,0,None,0
1090,Female,22,BCA,DS,8.77,2,0,4,6,7,72,1,1,Product,5.71
1091,Female,20,BCA,AI,6.29,1,2,4,6,5,48,4,0,None,0
1092,Male,21,BE,Electrical,5.68,1,0,4,6,10,61,4,0,None,0
1093,Female,21,BTech,AI,8.16,2,2,1,1,1,75,5,0,None,0
1094,Male,23,BTech,AI,6.53,0,1,3,7,6,69,3,1,Service,12.41
1095,Female,24,BE,CS,6.24,3,0,2,2,8,91,4,0,None,0
1096,Female,20,BE,Mechanical,9.72,0,3,0,2,6,48,5,0,None,0
1097,Female,20,BE,CS,6.76,1,0,2,5,8,48,1,0,None,0
1098,Female,20,BSc,IT,9.38,0,0,1,6,6,93,2,1,Service,14.24
1099,Female,21,BE,IT,6.27,0,2,4,1,2,51,1,0,None,0
1100,Male,23,BCA,AI,9.02,3,3,5,1,6,67,0,0,None,0
1101,Male,22,BSc,Mechanical,7.66,1,2,0,1,9,55,0,0,None,0
1102,Female,21,BE,Electrical,5.84,3,3,3,7,2,76,3,0,None,0
1103,Female,22,BCA,AI,8.65,2,2,0,1,3,88,0,0,None,0
1104,Male,23,BE,Electrical,9.34,3,3,0,9,9,96,3,1,Product,11.86
1105,Female,24,BE,AI,6.2,3,0,2,3,7,45,5,0,None,0
1106,Female,20,BSc,CS,8.62,2,1,5,10,1,48,2,0,None,0
1107,Male,22,BCA,AI,7.41,0,3,4,2,4,82,1,0,None,0
1108,Female,21,BTech,AI,8.74,3,2,3,6,4,73,5,1,Service,8.79
1109,Female,22,BE,Mechanical,8.57,2,0,0,2,10,70,5,0,None,0
1110,Male,24,BSc,Mechanical,5.61,1,2,1,5,5,95,4,0,None,0
1111,Male,20,BCA,Electrical,6.27,0,0,1,5,7,46,0,0,None,0
1112,Male,22,BE,Mechanical,7.53,2,0,5,9,5,71,2,1,Service,6.07
1113,Female,24,BTech,AI,9.51,0,3,4,4,10,88,1,0,None,0
1114,Male,21,BCA,Mechanical,6.97,2,2,5,8,6,82,5,1,Startup,8.08
1115,Male,23,BCA,Mechanical,8.2,3,0,0,7,9,93,2,1,Product,14.08
1116,Male,21,BSc,DS,5.55,0,2,4,7,2,63,5,0,None,0
1117,Male,20,BE,DS,8.56,3,0,0,1,6,69,5,0,None,0
1118,Male,21,BE,IT,8.09,2,3,3,6,6,81,1,1,Service,12.9
1119,Male,21,BCA,CS,8.58,3,1,1,6,1,65,0,1,Service,10.56
1120,Female,21,BE,CS,9.39,3,1,5,10,6,72,3,1,Service,3.19
1121,Female,21,BCA,Mechanical,6.13,2,1,2,8,7,65,5,0,None,0
1122,Male,20,BTech,IT,6.62,3,1,5,6,7,58,1,0,None,0
1123,Male,24,BSc,IT,9.78,3,3,4,8,3,40,1,0,None,0
1124,Male,22,BE,Electrical,6.17,3,3,3,6,8,91,2,0,None,0
1125,Female,23,BE,DS,8.6,1,3,1,8,7,59,0,0,None,0
1126,Female,22,BSc,IT,8.62,1,2,3,5,4,77,2,1,Startup,13.18
1127,Female,22,BTech,AI,8.44,1,0,5,9,4,87,5,1,Service,4.48
1128,Female,23,BTech,Electrical,6.48,0,0,5,4,10,51,3,0,None,0
1129,Female,20,BTech,Mechanical,6.43,3,1,2,6,7,98,4,0,None,0
1130,Female,23,BTech,AI,8.37,3,1,0,2,2,82,2,0,None,0
1131,Female,20,BTech,CS,6.3,3,0,0,3,5,61,5,0,None,0
